"ID","MRKT_NM","CTPRVN_NM","SIGNGU_NM","LEGALDONG_CD","LEGALDONG_NM","ADSTRD_CD","ADSTRD_NM","ROAD_NM_CD","FCLTY_ROAD_NM_ADDR","ZIP_NO","GID_CD","FCLTY_LA","FCLTY_LO","MRKT_TY_CD","MRKT_OPER_PD","STORE_CO","MRKT_SLE_PRDLST_CN","USE_GCCT_CN","HMPG_URL","TOILET_EXST_AT","PRKPLCE_EXST_AT","MRKT_OPNNG_YEAR","REPRSNT_TEL_NO","SIGNGU_POPLTN_CO","SIGNGU_MRKT_CO","SIGNGU_STORE_CO","STORE_POPLTN_CO","FILE_NM","BASE_DE","KBS_URL_CN","MBC_URL_CN","SBS_URL_CN","NVRTV_URL_CN","KKOTV_URL_CN"
"KC603PO20N000000090","부평종합시장","인천광역시","부평구","2823710100","부평동","2823754000","부평4동","28","인천광역시 부평구 부흥로316번길 38-3","21391","다사316444","37.4964980","126.7266188","상설장","-","200.0","농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스","지역사랑상품권","","Y","Y","","","495882.0","7.0","1176.0","422.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2020169732-01-000_MFSC2&program_code=T2000-0093&program_id=PS-2020169732-01-000&section_code=05&broadcast_complete_yn=N","","","https://tv.naver.com/v/16352182?query=%EB%B6%80%ED%8F%89%EC%A2%85%ED%95%A9%EC%8B%9C%EC%9E%A5&plClips=false:20801768:18936875:4314054:14073838:15283400:16352182:21416644:21351856:9359993:18407344:19846024:12537648:21360827:18478788:21047374:14047518:12000538:19046062:21313401:20937485:18962554:19845738:9378613:14114218:12000939:21121006:20362171:20138894:13750686:12000938:20066871:20337501:19391942:18405934:18854658:17808814:17826791:18115929:18163035:4085654,https://tv.naver.com/v/16352182?query=%EB%B6%80%ED%8F%89%EC%A2%85%ED%95%A9%EC%8B%9C%EC%9E%A5&plClips=false:20801768:18936875:4314054:14073838:15283400:16352182:21416644:21351856:9359993:18407344:19846024:12537648:21360827:18478788:21047374:14047518:12000538:19046062:21313401:20937485:18962554:19845738:9378613:14114218:12000939:21121006:20362171:20138894:13750686:12000938:20066871:20337501:19391942:18405934:18854658:17808814:17826791:18115929:18163035:4085654","https://tv.kakao.com//channel/2653341/cliplink/413431137,https://tv.kakao.com//channel/2653471/cliplink/397637957"
"KC603PO20N000000091","장승백이전통시장","인천광역시","남동구","2820010300","만수동","2820058300","만수6동","28","인천광역시 남동구 인주대로888번길 35","21591","다사323388","37.4465642","126.7352271","상설장","-","113.0","농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스","온누리+지역사랑상품권","","Y","Y","1995","","526337.0","8.0","1284.0","410.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000092","강남시장","서울특별시","동작구","1159010200","상도동","1159053000","상도1동","11","서울특별시 동작구 상도로 357 아파트 시장","06978","다사516443","37.4969398","126.9535408","상설장","-","21.0","가공식품,가정용품,음식점업,기타소매업,근린생활서비스","지역사랑상품권","","Y","N","","","391896.0","22.0","1372.0","286.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2018101574-01-000_SC04&program_code=T2000-0093&program_id=PS-2018101574-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2018216313-01-000_SC03&program_code=T2000-0093&program_id=PS-2018216313-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2018196472-01-000_SC04&program_code=T2000-0093&program_id=PS-2018196472-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2020200278-01-000_MFSC2&program_code=T2018-0429&program_id=PS-2020200278-01-000&section_code=05&broadcast_complete_yn=N","","","https://tv.naver.com/v/4107406?query=%EA%B0%95%EB%82%A8%EC%8B%9C%EC%9E%A5&plClips=false:21044096:20129582:3350946:19476172:12111891:3228508:17852502:19250663:21867272:20298243:4107406:21511443:19249636:19459730:19539830:19494127:19530812:19243134:20334943:20373925:18254086:21595141:18011549:18077005:15930626:17323407:20319051:18931916:20803437:19043622:16360999:19744683:19465922:21955294:17930860:17862223:20298874:19692906:21332377:4901036,https://tv.naver.com/v/4901036?query=%EA%B0%95%EB%82%A8%EC%8B%9C%EC%9E%A5&plClips=false:21044096:20129582:3350946:19476172:12111891:3228508:17852502:19250663:21867272:20298243:4107406:21511443:19249636:19459730:19539830:19494127:19530812:19243134:20334943:20373925:18254086:21595141:18011549:18077005:15930626:17323407:20319051:18931916:20803437:19043622:16360999:19744683:19465922:21955294:17930860:17862223:20298874:19692906:21332377:4901036,https://tv.naver.com/v/4107406?query=%EA%B0%95%EB%82%A8%EC%8B%9C%EC%9E%A5&plClips=false:21044096:20129582:3350946:19476172:12111891:3228508:17852502:19250663:21867272:20298243:4107406:21511443:19249636:19459730:19539830:19494127:19530812:19243134:20334943:20373925:18254086:21595141:18011549:18077005:15930626:17323407:20319051:18931916:20803437:19043622:16360999:19744683:19465922:21955294:17930860:17862223:20298874:19692906:21332377:4901036,https://tv.naver.com/v/4901036?query=%EA%B0%95%EB%82%A8%EC%8B%9C%EC%9E%A5&plClips=false:21044096:20129582:3350946:19476172:12111891:3228508:17852502:19250663:21867272:20298243:4107406:21511443:19249636:19459730:19539830:19494127:19530812:19243134:20334943:20373925:18254086:21595141:18011549:18077005:15930626:17323407:20319051:18931916:20803437:19043622:16360999:19744683:19465922:21955294:17930860:17862223:20298874:19692906:21332377:4901036","https://tv.kakao.com//channel/2653341/cliplink/395467243,https://tv.kakao.com//channel/2653341/cliplink/300239203,https://tv.kakao.com//channel/2653341/cliplink/397153258,https://tv.kakao.com//channel/2653341/cliplink/397153257,https://tv.kakao.com//channel/2653341/cliplink/397153228,https://tv.kakao.com//channel/2653341/cliplink/393707397,https://tv.kakao.com//channel/2653341/cliplink/394629712"
"KC603PO20N000000093","연수구옥련시장","인천광역시","연수구","2818510100","옥련동","2818564000","옥련2동","28","인천광역시 연수구 독배로 40번길 35","21949","다사245365","37.4246218","126.6468300","상설장","-","61.0","농산물,축산물,가공식품,의류 및 신발,음식점업,근린생활서비스,","온누리+지역사랑상품권","","N","N","","","385973.0","3.0","218.0","1771.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000094","광장시장","서울특별시","종로구","1111015800","예지동","1111061500","종로1.2.3.4가동","11","서울특별시 종로구 창경궁로 88","03195","다사558524","37.5701125","126.9997072","상설장","-","1742.0","농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스","","","Y","N","","","149549.0","36.0","20299.0","7.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K02_PS-2017217553-01-000_SC00&program_code=T2014-0844&program_id=PS-2017217553-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K02_PS-2017217553-01-000_SC02&program_code=T2014-0844&program_id=PS-2017217553-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2019014099-01-000_SC04&program_code=T2000-0093&program_id=PS-2019014099-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2017070296-01-000_SC02&program_code=T2000-0093&program_id=PS-2017070296-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2016098617-01-000_SC01&program_code=T2000-0093&program_id=PS-2016098617-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K02_PS-2017157039-01-000_SC03&program_code=T2014-0844&program_id=PS-2017157039-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_LS-20190301190317-01-000_SC05&program_code=T2000-0093&program_id=PS-2019027822-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2021095516-01-000_MFSC1&program_code=T2000-0093&program_id=PS-2021095516-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2020147558-01-000_MFSC3&program_code=T2000-0093&program_id=PS-2020147558-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2020200278-01-000_MFSC1&program_code=T2018-0429&program_id=PS-2020200278-01-000&section_code=05&broadcast_complete_yn=N","http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106101498100005,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106101498100002,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106101498100001,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106101498100003,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106101498100004,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106101294100001,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106101186100001,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100872100001,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100444100001,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100444100002,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100251100003,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100136100001,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100136100003,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100136100002","","https://tv.naver.com/v/18438014?query=%EA%B4%91%EC%9E%A5%EC%8B%9C%EC%9E%A5&plClips=false:20408148:21881947:21997508:21964073:18438014:22019430:21442046:21582534:21371731:21830974:20883151:18848637:11950641:20457506:13238033:20419927:19887232:21075958:20127110:20129766:19973644:5475083:8274293:20369026:20254246:4684735:2490660:20326429:19267185:2837983:3314416:20382046:18918304:18494700:18478961:18661925:18504751:18471106:1390158:2998002,https://tv.naver.com/v/18848637?query=%EA%B4%91%EC%9E%A5%EC%8B%9C%EC%9E%A5&plClips=false:20408148:21881947:21997508:21964073:18438014:22019430:21442046:21582534:21371731:21830974:20883151:18848637:11950641:20457506:13238033:20419927:19887232:21075958:20127110:20129766:19973644:5475083:8274293:20369026:20254246:4684735:2490660:20326429:19267185:2837983:3314416:20382046:18918304:18494700:18478961:18661925:18504751:18471106:1390158:2998002,https://tv.naver.com/v/5475083?query=%EA%B4%91%EC%9E%A5%EC%8B%9C%EC%9E%A5&plClips=false:20408148:21881947:21997508:21964073:18438014:22019430:21442046:21582534:21371731:21830974:20883151:18848637:11950641:20457506:13238033:20419927:19887232:21075958:20127110:20129766:19973644:5475083:8274293:20369026:20254246:4684735:2490660:20326429:19267185:2837983:3314416:20382046:18918304:18494700:18478961:18661925:18504751:18471106:1390158:2998002,https://tv.naver.com/v/2490660?query=%EA%B4%91%EC%9E%A5%EC%8B%9C%EC%9E%A5&plClips=false:20408148:21881947:21997508:21964073:18438014:22019430:21442046:21582534:21371731:21830974:20883151:18848637:11950641:20457506:13238033:20419927:19887232:21075958:20127110:20129766:19973644:5475083:8274293:20369026:20254246:4684735:2490660:20326429:19267185:2837983:3314416:20382046:18918304:18494700:18478961:18661925:18504751:18471106:1390158:2998002,https://tv.naver.com/v/18438014?query=%EA%B4%91%EC%9E%A5%EC%8B%9C%EC%9E%A5&plClips=false:20408148:21881947:21997508:21964073:18438014:22019430:21442046:21582534:21371731:21830974:20883151:18848637:11950641:20457506:13238033:20419927:19887232:21075958:20127110:20129766:19973644:5475083:8274293:20369026:20254246:4684735:2490660:20326429:19267185:2837983:3314416:20382046:18918304:18494700:18478961:18661925:18504751:18471106:1390158:2998002,https://tv.naver.com/v/18848637?query=%EA%B4%91%EC%9E%A5%EC%8B%9C%EC%9E%A5&plClips=false:20408148:21881947:21997508:21964073:18438014:22019430:21442046:21582534:21371731:21830974:20883151:18848637:11950641:20457506:13238033:20419927:19887232:21075958:20127110:20129766:19973644:5475083:8274293:20369026:20254246:4684735:2490660:20326429:19267185:2837983:3314416:20382046:18918304:18494700:18478961:18661925:18504751:18471106:1390158:2998002,https://tv.naver.com/v/5475083?query=%EA%B4%91%EC%9E%A5%EC%8B%9C%EC%9E%A5&plClips=false:20408148:21881947:21997508:21964073:18438014:22019430:21442046:21582534:21371731:21830974:20883151:18848637:11950641:20457506:13238033:20419927:19887232:21075958:20127110:20129766:19973644:5475083:8274293:20369026:20254246:4684735:2490660:20326429:19267185:2837983:3314416:20382046:18918304:18494700:18478961:18661925:18504751:18471106:1390158:2998002,https://tv.naver.com/v/2490660?query=%EA%B4%91%EC%9E%A5%EC%8B%9C%EC%9E%A5&plClips=false:20408148:21881947:21997508:21964073:18438014:22019430:21442046:21582534:21371731:21830974:20883151:18848637:11950641:20457506:13238033:20419927:19887232:21075958:20127110:20129766:19973644:5475083:8274293:20369026:20254246:4684735:2490660:20326429:19267185:2837983:3314416:20382046:18918304:18494700:18478961:18661925:18504751:18471106:1390158:2998002",""
"KC603PO20N000000095","수성시장","대구광역시","수성구","2726010400","수성동2가","2726058000","수성2.3가동","27","대구광역시 수성구 들안로 285-56","42124","마마008627","35.8556549","128.6170064","상설장","-","100.0","농산물,축산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스,","지역사랑상품권","","Y","Y","","","424947.0","19.0","946.0","449.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000096","신마산시장","경상남도","창원시 마산합포구","4812515800","해운동","4812553000","월영동","48","경상남도 창원시 마산합포구 문화동15길13 (해운동)","51744","라라966878","35.1810969","128.5617023","상설장","매일","85.0","실비집, 활어, 분식","온누리상품권","","Y","N","1998","0552230325","174933.0","20.0","4773.0","37.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000097","월영대시장","경상남도","창원시 마산합포구","4812515800","해운동","4812553000","월영동","48","경상남도 창원시 마산합포구 월영남1길13 (월영동)","51769","라라963876","35.1792750","128.5577604","상설장","매일","108.0","먹거리, 생필품","","","N","N","2013","","174933.0","20.0","4773.0","37.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000098","신마산반월시장","경상남도","창원시 마산합포구","4812511600","반월동","4812556500","반월중앙동","48","경상남도 창원시 마산합포구 반월남1길18-16 (반월동)","51761","라라966887","35.1896594","128.5611826","상설장","매일","115.0","먹거리","온누리상품권","","Y","N","1980","0552216666","174933.0","20.0","4773.0","37.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000099","정우새어시장","경상남도","창원시 마산합포구","4812511100","동성동","4812563000","오동동","48","경상남도 창원시 마산합포구 어시장7길 126(동성동)","51721","라라981903","35.2041040","128.5787114","상설장","매일","97.0","수산물","온누리상품권","","Y","Y","1996","0552457054","174933.0","20.0","4773.0","37.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000100","마산어시장","경상남도","창원시 마산합포구","4812511100","동성동","4812563000","오동동","48","경상남도 창원시 마산합포구 복요리로 7(동성동)","51721","라라982903","35.2037617","128.5789560","상설장","매일","1179.0","수산물","온누리상품권","","Y","Y","1780","0552240009","174933.0","20.0","4773.0","37.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2021041715-01-000_MFSC1&program_code=T2000-0093&program_id=PS-2021041715-01-000&section_code=05&broadcast_complete_yn=N","","","https://tv.naver.com/v/19356169?query=%EB%A7%88%EC%82%B0%EC%96%B4%EC%8B%9C%EC%9E%A5&plClips=false:21975828:19356169:10631458:20337178:18927417:17998475:2453144:15160074:4667029:16540548:8606082:3676561:3833011:1979636:15008872:4553623:425534:730292:11587453:980457:18383632:9675969:9849711:2154090:1627403:18389411:20048533:9679811:9767864:16756779:52714:16539091:19983056:1664175:1979645:9676620:9849704:13557485:11586627:4359507,https://tv.naver.com/v/4667029?query=%EB%A7%88%EC%82%B0%EC%96%B4%EC%8B%9C%EC%9E%A5&plClips=false:21975828:19356169:10631458:20337178:18927417:17998475:2453144:15160074:4667029:16540548:8606082:3676561:3833011:1979636:15008872:4553623:425534:730292:11587453:980457:18383632:9675969:9849711:2154090:1627403:18389411:20048533:9679811:9767864:16756779:52714:16539091:19983056:1664175:1979645:9676620:9849704:13557485:11586627:4359507,https://tv.naver.com/v/3833011?query=%EB%A7%88%EC%82%B0%EC%96%B4%EC%8B%9C%EC%9E%A5&plClips=false:21975828:19356169:10631458:20337178:18927417:17998475:2453144:15160074:4667029:16540548:8606082:3676561:3833011:1979636:15008872:4553623:425534:730292:11587453:980457:18383632:9675969:9849711:2154090:1627403:18389411:20048533:9679811:9767864:16756779:52714:16539091:19983056:1664175:1979645:9676620:9849704:13557485:11586627:4359507,https://tv.naver.com/v/980457?query=%EB%A7%88%EC%82%B0%EC%96%B4%EC%8B%9C%EC%9E%A5&plClips=false:21975828:19356169:10631458:20337178:18927417:17998475:2453144:15160074:4667029:16540548:8606082:3676561:3833011:1979636:15008872:4553623:425534:730292:11587453:980457:18383632:9675969:9849711:2154090:1627403:18389411:20048533:9679811:9767864:16756779:52714:16539091:19983056:1664175:1979645:9676620:9849704:13557485:11586627:4359507,https://tv.naver.com/v/19356169?query=%EB%A7%88%EC%82%B0%EC%96%B4%EC%8B%9C%EC%9E%A5&plClips=false:21975828:19356169:10631458:20337178:18927417:17998475:2453144:15160074:4667029:16540548:8606082:3676561:3833011:1979636:15008872:4553623:425534:730292:11587453:980457:18383632:9675969:9849711:2154090:1627403:18389411:20048533:9679811:9767864:16756779:52714:16539091:19983056:1664175:1979645:9676620:9849704:13557485:11586627:4359507,https://tv.naver.com/v/4667029?query=%EB%A7%88%EC%82%B0%EC%96%B4%EC%8B%9C%EC%9E%A5&plClips=false:21975828:19356169:10631458:20337178:18927417:17998475:2453144:15160074:4667029:16540548:8606082:3676561:3833011:1979636:15008872:4553623:425534:730292:11587453:980457:18383632:9675969:9849711:2154090:1627403:18389411:20048533:9679811:9767864:16756779:52714:16539091:19983056:1664175:1979645:9676620:9849704:13557485:11586627:4359507,https://tv.naver.com/v/3833011?query=%EB%A7%88%EC%82%B0%EC%96%B4%EC%8B%9C%EC%9E%A5&plClips=false:21975828:19356169:10631458:20337178:18927417:17998475:2453144:15160074:4667029:16540548:8606082:3676561:3833011:1979636:15008872:4553623:425534:730292:11587453:980457:18383632:9675969:9849711:2154090:1627403:18389411:20048533:9679811:9767864:16756779:52714:16539091:19983056:1664175:1979645:9676620:9849704:13557485:11586627:4359507,https://tv.naver.com/v/980457?query=%EB%A7%88%EC%82%B0%EC%96%B4%EC%8B%9C%EC%9E%A5&plClips=false:21975828:19356169:10631458:20337178:18927417:17998475:2453144:15160074:4667029:16540548:8606082:3676561:3833011:1979636:15008872:4553623:425534:730292:11587453:980457:18383632:9675969:9849711:2154090:1627403:18389411:20048533:9679811:9767864:16756779:52714:16539091:19983056:1664175:1979645:9676620:9849704:13557485:11586627:4359507","https://tv.kakao.com//channel/2653341/cliplink/417939816"
"KC603PO20N000000101","부림시장","경상남도","창원시 마산합포구","4812511700","부림동","4812563000","오동동","48","경상남도 창원시 마산합포구 3·15대로 352(부림동)","51730","라라977905","35.2057887","128.5734587","상설장","매일","478.0","먹거리, 의류, 생필품","온누리상품권","","Y","Y","1981","0552463729","174933.0","20.0","4773.0","37.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","https://tv.naver.com/v/3858831?query=%EB%B6%80%EB%A6%BC%EC%8B%9C%EC%9E%A5&plClips=false:20337218:20083279:3858831:1485653:1346431:773110:21982173:15432325:875368:19583405:1485668:18167065:15789420:875349:19463128:1481228:1979673:21978232:15258405:3539318:18389411:18248411:3005867:3007491:11278717:12580370:1481253:8509512:2922566:3050455:1481434:3006472:3004950:3009892:3054437:17587965:17581401:17578692:2948979:14652468,https://tv.naver.com/v/3858831?query=%EB%B6%80%EB%A6%BC%EC%8B%9C%EC%9E%A5&plClips=false:20337218:20083279:3858831:1485653:1346431:773110:21982173:15432325:875368:19583405:1485668:18167065:15789420:875349:19463128:1481228:1979673:21978232:15258405:3539318:18389411:18248411:3005867:3007491:11278717:12580370:1481253:8509512:2922566:3050455:1481434:3006472:3004950:3009892:3054437:17587965:17581401:17578692:2948979:14652468","https://tv.kakao.com//channel/2993678/cliplink/389229100"
